subdistrict_code,postal_code,sub_district_th,district_th,province_th,sub_district_en,district_en,province_en
120104,11000,บางกระสอ,เมืองนนทบุรี,นนทบุรี,Bang Kraso,Mueang Nonthaburi,Nonthaburi
120105,11000,ท่าทราย,เมืองนนทบุรี,นนทบุรี,Tha Sai,Mueang Nonthaburi,Nonthaburi
120106,11000,บางไผ่,เมืองนนทบุรี,นนทบุรี,Bang Phai,Mueang Nonthaburi,Nonthaburi
120107,11000,บางศรีเมือง,เมืองนนทบุรี,นนทบุรี,Bang Si Mueang,Mueang Nonthaburi,Nonthaburi
120108,11000,บางกร่าง,เมืองนนทบุรี,นนทบุรี,Bang Krang,Mueang Nonthaburi,Nonthaburi
120109,11000,ไทรม้า,เมืองนนทบุรี,นนทบุรี,Sai Ma,Mueang Nonthaburi,Nonthaburi
120110,11000,บางรักน้อย,เมืองนนทบุรี,นนทบุรี,Bang Rak Noi,Mueang Nonthaburi,Nonthaburi
120201,11130,วัดชลอ,บางกรวย,นนทบุรี,Wat Chalo,Bang Kruai,Nonthaburi
120202,11130,บางกรวย,บางกรวย,นนทบุรี,Bang Kruai,Bang Kruai,Nonthaburi
120203,11130,บางสีทอง,บางกรวย,นนทบุรี,Bang Si Thong,Bang Kruai,Nonthaburi
120204,11130,บางขนุน,บางกรวย,นนทบุรี,Bang Khanun,Bang Kruai,Nonthaburi
120205,11130,บางขุนกอง,บางกรวย,นนทบุรี,Bang Khun Kong,Bang Kruai,Nonthaburi
120206,11130,บางคูเวียง,บางกรวย,นนทบุรี,Bang Khu Wiang,Bang Kruai,Nonthaburi
120207,11130,มหาสวัสดิ์,บางกรวย,นนทบุรี,Mahasawat,Bang Kruai,Nonthaburi
120208,11130,ปลายบาง,บางกรวย,นนทบุรี,Plai Bang,Bang Kruai,Nonthaburi
120209,11130,ศาลากลาง,บางกรวย,นนทบุรี,Sala Klang,Bang Kruai,Nonthaburi
120301,11140,บางม่วง,บางใหญ่,นนทบุรี,Bang Muang,Bang Yai,Nonthaburi
120302,11140,บางแม่นาง,บางใหญ่,นนทบุรี,Bang Mae Nang,Bang Yai,Nonthaburi
120303,11140,บางเลน,บางใหญ่,นนทบุรี,Bang Len,Bang Yai,Nonthaburi
120304,11140,เสาธงหิน,บางใหญ่,นนทบุรี,Sao Thong Hin,Bang Yai,Nonthaburi
120305,11140,บางใหญ่,บางใหญ่,นนทบุรี,Bang Yai,Bang Yai,Nonthaburi
120306,11140,บ้านใหม่,บางใหญ่,นนทบุรี,Ban Mai,Bang Yai,Nonthaburi
120401,11110,โสนลอย,บางบัวทอง,นนทบุรี,Sano Loi,Bang Bua Thong,Nonthaburi
120402,11110,บางบัวทอง,บางบัวทอง,นนทบุรี,Bang Bua Thong,Bang Bua Thong,Nonthaburi
120403,11110,บางรักใหญ่,บางบัวทอง,นนทบุรี,Bang Rak Yai,Bang Bua Thong,Nonthaburi
120404,11110,บางคูรัด,บางบัวทอง,นนทบุรี,Bang Khu Rat,Bang Bua Thong,Nonthaburi
120405,11110,ละหาร,บางบัวทอง,นนทบุรี,Lahan,Bang Bua Thong,Nonthaburi
120406,11110,ลำโพ,บางบัวทอง,นนทบุรี,Lam Pho,Bang Bua Thong,Nonthaburi
120407,11110,พิมลราช,บางบัวทอง,นนทบุรี,Phimonrat,Bang Bua Thong,Nonthaburi
120408,11110,บางรักพัฒนา,บางบัวทอง,นนทบุรี,Bang Rak Phatthana,Bang Bua Thong,Nonthaburi
120501,11150,ไทรน้อย,ไทรน้อย,นนทบุรี,Sai Noi,Sai Noi,Nonthaburi
120502,11150,ราษฎร์นิยม,ไทรน้อย,นนทบุรี,Rat Niyom,Sai Noi,Nonthaburi
120503,11150,หนองเพรางาย,ไทรน้อย,นนทบุรี,Nong Phrao Ngai,Sai Noi,Nonthaburi
120504,11150,ไทรใหญ่,ไทรน้อย,นนทบุรี,Sai Yai,Sai Noi,Nonthaburi
120505,11150,ขุนศรี,ไทรน้อย,นนทบุรี,Khun Si,Sai Noi,Nonthaburi
120506,11150,คลองขวาง,ไทรน้อย,นนทบุรี,Khlong Khwang,Sai Noi,Nonthaburi
120507,11150,ทวีวัฒนา,ไทรน้อย,นนทบุรี,Thawi Watthana,Sai Noi,Nonthaburi
120601,11120,ปากเกร็ด,ปากเกร็ด,นนทบุรี,Pak Kret,Pak Kret,Nonthaburi
120602,11120,บางตลาด,ปากเกร็ด,นนทบุรี,Bang Talat,Pak Kret,Nonthaburi
120603,11120,บ้านใหม่,ปากเกร็ด,นนทบุรี,Ban Mai,Pak Kret,Nonthaburi
120604,11120,บางพูด,ปากเกร็ด,นนทบุรี,Bang Phut,Pak Kret,Nonthaburi
120605,11120,บางตะไนย์,ปากเกร็ด,นนทบุรี,Bang Tanai,Pak Kret,Nonthaburi
120606,11120,คลองพระอุดม,ปากเกร็ด,นนทบุรี,Khlong Phra Udom,Pak Kret,Nonthaburi
120607,11120,ท่าอิฐ,ปากเกร็ด,นนทบุรี,Tha It,Pak Kret,Nonthaburi
120608,11120,เกาะเกร็ด,ปากเกร็ด,นนทบุรี,Ko Kret,Pak Kret,Nonthaburi
120609,11120,อ้อมเกร็ด,ปากเกร็ด,นนทบุรี,Om Kret,Pak Kret,Nonthaburi
120610,11120,คลองข่อย,ปากเกร็ด,นนทบุรี,Khlong Khoi,Pak Kret,Nonthaburi
120611,11120,บางพลับ,ปากเกร็ด,นนทบุรี,Bang Phlap,Pak Kret,Nonthaburi
120612,11120,คลองเกลือ,ปากเกร็ด,นนทบุรี,Khlong Kluea,Pak Kret,Nonthaburi
130101,12000,บางปรอก,เมืองปทุมธานี,ปทุมธานี,Bang Prok,Mueang Pathum Thani,Pathum Thani
130102,12000,บ้านใหม่,เมืองปทุมธานี,ปทุมธานี,Ban Mai,Mueang Pathum Thani,Pathum Thani
130103,12000,บ้านกลาง,เมืองปทุมธานี,ปทุมธานี,Ban Klang,Mueang Pathum Thani,Pathum Thani
130104,12000,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,Ban Chang,Mueang Pathum Thani,Pathum Thani
130105,12000,บ้านกระแชง,เมืองปทุมธานี,ปทุมธานี,Ban Krachaeng,Mueang Pathum Thani,Pathum Thani
130106,12000,บางขะแยง,เมืองปทุมธานี,ปทุมธานี,Bang Khayaeng,Mueang Pathum Thani,Pathum Thani
130107,12000,บางคูวัด,เมืองปทุมธานี,ปทุมธานี,Bang Khu Wat,Mueang Pathum Thani,Pathum Thani
130108,12000,บางหลวง,เมืองปทุมธานี,ปทุมธานี,Bang Luang,Mueang Pathum Thani,Pathum Thani
130109,12000,บางเดื่อ,เมืองปทุมธานี,ปทุมธานี,Bang Duea,Mueang Pathum Thani,Pathum Thani
130110,12000,บางพูด,เมืองปทุมธานี,ปทุมธานี,Bang Phut,Mueang Pathum Thani,Pathum Thani
130111,12000,บางพูน,เมืองปทุมธานี,ปทุมธานี,Bang Phun,Mueang Pathum Thani,Pathum Thani
130112,12000,บางกะดี,เมืองปทุมธานี,ปทุมธานี,Bang Kadi,Mueang Pathum Thani,Pathum Thani
130113,12000,สวนพริกไทย,เมืองปทุมธานี,ปทุมธานี,Suan Phrik Thai,Mueang Pathum Thani,Pathum Thani
130114,12000,หลักหก,เมืองปทุมธานี,ปทุมธานี,Lak Hok,Mueang Pathum Thani,Pathum Thani
130201,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,Khlong Nueng,Khlong Luang,Pathum Thani
130202,12120,คลองสอง,คลองหลวง,ปทุมธานี,Khlong Song,Khlong Luang,Pathum Thani
130203,12120,คลองสาม,คลองหลวง,ปทุมธานี,Khlong Sam,Khlong Luang,Pathum Thani
130204,12120,คลองสี่,คลองหลวง,ปทุมธานี,Khlong Si,Khlong Luang,Pathum Thani
130205,12120,คลองห้า,คลองหลวง,ปทุมธานี,Khlong Ha,Khlong Luang,Pathum Thani
130206,12120,คลองหก,คลองหลวง,ปทุมธานี,Khlong Hok,Khlong Luang,Pathum Thani
130207,12120,คลองเจ็ด,คลองหลวง,ปทุมธานี,Khlong Chet,Khlong Luang,Pathum Thani
130301,12130,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,Pracha Thipat,Thanyaburi,Pathum Thani
130302,12130,บึงยี่โถ,ธัญบุรี,ปทุมธานี,Bueng Yitho,Thanyaburi,Pathum Thani
130303,12110,รังสิต,ธัญบุรี,ปทุมธานี,Rangsit,Thanyaburi,Pathum Thani
130304,12110,ลำผักกูด,ธัญบุรี,ปทุมธานี,Lam Phak Kut,Thanyaburi,Pathum Thani
130305,12110,บึงสนั่น,ธัญบุรี,ปทุมธานี,Bueng Sanan,Thanyaburi,Pathum Thani
130306,12110,บึงน้ำรักษ์,ธัญบุรี,ปทุมธานี,Bueng Nam Rak,Thanyaburi,Pathum Thani
130401,12170,บึงบา,หนองเสือ,ปทุมธานี,Bueng Ba,Nong Suea,Pathum Thani
130402,12170,บึงบอน,หนองเสือ,ปทุมธานี,Bueng Bon,Nong Suea,Pathum Thani
130403,12170,บึงกาสาม,หนองเสือ,ปทุมธานี,Bueng Ka Sam,Nong Suea,Pathum Thani
130404,12170,บึงชำอ้อ,หนองเสือ,ปทุมธานี,Bueng Cham O,Nong Suea,Pathum Thani
130405,12170,หนองสามวัง,หนองเสือ,ปทุมธานี,Nong Sam Wang,Nong Suea,Pathum Thani
130406,12170,ศาลาครุ,หนองเสือ,ปทุมธานี,Sala Khru,Nong Suea,Pathum Thani
130407,12170,นพรัตน์,หนองเสือ,ปทุมธานี,Noppharat,Nong Suea,Pathum Thani
130501,12140,ระแหง,ลาดหลุมแก้ว,ปทุมธานี,Rahaeng,Lat Lum Kaeo,Pathum Thani
130502,12140,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี,Lat Lum Kaeo,Lat Lum Kaeo,Pathum Thani
130503,12140,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,Khu Bang Luang,Lat Lum Kaeo,Pathum Thani
130504,12140,คูขวาง,ลาดหลุมแก้ว,ปทุมธานี,Khu Khwang,Lat Lum Kaeo,Pathum Thani
130505,12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,Khlong Phra Udom,Lat Lum Kaeo,Pathum Thani
130506,12140,บ่อเงิน,ลาดหลุมแก้ว,ปทุมธานี,Bo Ngoen,Lat Lum Kaeo,Pathum Thani
130507,12140,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี,Na Mai,Lat Lum Kaeo,Pathum Thani
130601,12130,คูคต,ลำลูกกา,ปทุมธานี,Khu Khot,Lam Luk Ka,Pathum Thani
130602,12150,ลาดสวาย,ลำลูกกา,ปทุมธานี,Lat Sawai,Lam Luk Ka,Pathum Thani
130603,12150,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,Bueng Kham Phoi,Lam Luk Ka,Pathum Thani
130604,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,Lam Luk Ka,Lam Luk Ka,Pathum Thani
130605,12150,บึงทองหลาง,ลำลูกกา,ปทุมธานี,Bueng Thong Lang,Lam Luk Ka,Pathum Thani
130606,12150,ลำไทร,ลำลูกกา,ปทุมธานี,Lam Sai,Lam Luk Ka,Pathum Thani
130607,12150,บึงคอไห,ลำลูกกา,ปทุมธานี,Bueng Kho Hai,Lam Luk Ka,Pathum Thani
130608,12150,พืชอุดม,ลำลูกกา,ปทุมธานี,Phuet Udom,Lam Luk Ka,Pathum Thani
130701,12160,บางเตย,สามโคก,ปทุมธานี,Bang Toei,Sam Khok,Pathum Thani
130702,12160,คลองควาย,สามโคก,ปทุมธานี,Khlong Khwai,Sam Khok,Pathum Thani
130703,12160,สามโคก,สามโคก,ปทุมธานี,Sam Khok,Sam Khok,Pathum Thani
130704,12160,กระแชง,สามโคก,ปทุมธานี,Krachaeng,Sam Khok,Pathum Thani
